,velocity (m/d),rms_velocity,z_vel (m/d),time_mean,x_mean,y_mean,z_mean,time_median,x_median,y_median,z_median,x_std,y_std,z_std,n
587,0.013548847357342717,,-0.00033537520857652786,2019-06-24 11:59:52.500,407736.113315176,-1274945.2325512848,86.25268324421296,2019-06-24 11:59:52.500,407736.11439515045,-1274945.2305898296,86.2526,0.045890655266225704,0.036327310319898325,0.026854986137967992,86400
588,0.013637344360136645,,-0.00021178244272599702,2019-06-25 11:59:52.500,407736.10286270175,-1274945.2407389006,86.25244512268519,2019-06-25 11:59:52.500,407736.10047589644,-1274945.2379628797,86.2524,0.04580884705557947,0.03698147692813417,0.026419146795752215,86400
589,0.013612341247443878,,-0.00017954039763101582,2019-06-26 11:59:52.500,407736.0925695483,-1274945.2491775146,86.25234922106482,2019-06-26 11:59:52.500,407736.09072483925,-1274945.2474407232,86.2521,0.045715491842631094,0.036960209544384316,0.02698868237326737,86400
590,0.013642441116672658,,-0.00031407933031578995,2019-06-27 11:59:52.500,407736.08224976494,-1274945.2575531735,86.25200451967592,2019-06-27 11:59:52.500,407736.08158569713,-1274945.2566242951,86.2517,0.045560958751430916,0.03734860927324252,0.027067855518556626,86400
591,0.013657509321503523,,-0.0002702691244575091,2019-06-28 11:59:52.500,407736.0719285529,-1274945.26601411,86.25188753240741,2019-06-28 11:59:52.500,407736.07082834205,-1274945.265234608,86.2516,0.04531155902511104,0.037745815243290994,0.027101124120355483,86400
592,0.013649128960589741,,-0.00023774890878421382,2019-06-29 11:59:52.500,407736.0615338869,-1274945.2744167983,86.25088962152778,2019-06-29 11:59:52.500,407736.060760284,-1274945.2744705263,86.2505,0.04512659410078783,0.037900845782319205,0.027023233141874298,86400
593,0.013603169348121441,,-0.0004403554490580565,2019-06-30 11:59:52.500,407736.05109973095,-1274945.2827562457,86.25038808101851,2019-06-30 11:59:52.500,407736.0506553618,-1274945.2834168873,86.25,0.04479498708936609,0.03797763832090937,0.026792280169628743,86400
594,0.0135563388175365,,-0.0006613988849105009,2019-07-01 11:59:52.500,407736.040748566,-1274945.291158898,86.24972364699073,2019-07-01 11:59:52.500,407736.0405238244,-1274945.2919597984,86.2493,0.04443416167969553,0.0380901162391939,0.026925736151950597,86400
595,0.013529661313629624,,-0.0006806777751683548,2019-07-02 11:59:52.500,407736.0303160089,-1274945.299678226,86.24934896990742,2019-07-02 11:59:52.500,407736.03006138105,-1274945.3005627734,86.249,0.04421399373083005,0.03816870596813297,0.02699336956660432,86400
596,0.013507442675584855,,-0.0006057844356360738,2019-07-03 11:59:52.500,407736.02016139234,-1274945.3084769752,86.24904500347223,2019-07-03 11:59:52.500,407736.0208393742,-1274945.309301271,86.2487,0.04456433582428316,0.03755477839894858,0.026785200762656638,86400
597,0.01349861478379898,,-0.000626033943333404,2019-07-04 11:59:52.500,407736.0100513568,-1274945.3171391932,86.24870296180555,2019-07-04 11:59:52.500,407736.01077465154,-1274945.317930932,86.2484,0.04458176771276632,0.03746699309786336,0.02666515463423235,86400
598,0.01347478085655207,,-0.0005137152915479506,2019-07-05 11:59:52.500,407735.99983432813,-1274945.325788067,86.24862455439815,2019-07-05 11:59:52.500,407736.00059687416,-1274945.3265470972,86.2483,0.044439123314755496,0.03747481793196616,0.026502969443571833,86400
599,0.013459072385944633,,-0.0004102655904345546,2019-07-06 11:59:52.500,407735.9897328064,-1274945.3343427835,86.24809379050926,2019-07-06 11:59:52.500,407735.9896486026,-1274945.334099082,86.2478,0.04443576251148095,0.03737845615632264,0.02640952014675843,86400
600,0.013472104184245545,,-0.00028941623670179897,2019-07-07 11:59:52.500,407735.97956575244,-1274945.3428113873,86.24783564004629,2019-07-07 11:59:52.500,407735.9797202964,-1274945.3416803349,86.2475,0.04454898132487429,0.03730410419457622,0.02595912031168514,86400
601,0.013474286541459976,,-0.00022796210444369204,2019-07-08 11:59:52.500,407735.9693427501,-1274945.351294227,86.2475331898148,2019-07-08 11:59:52.500,407735.969959624,-1274945.3504868792,86.2473,0.0445748792980522,0.0372784725654179,0.025856428508118666,86400
602,0.013502242953482338,,-0.00013987247685987318,2019-07-09 11:59:52.500,407735.9590967685,-1274945.3597599345,86.24770494444445,2019-07-09 11:59:52.500,407735.95800179895,-1274945.359336987,86.2474,0.04466966121770603,0.03734580523423827,0.025801112605149022,86400
603,0.01353784005421084,,0.00014041233171248557,2019-07-10 11:59:52.500,407735.94891337503,-1274945.3682227612,86.24769975000001,2019-07-10 11:59:52.500,407735.94792921166,-1274945.368079056,86.2475,0.044763748873928484,0.03744897412471421,0.025819481316377343,86400
604,0.013536581891207114,,0.0004932981470621881,2019-07-11 11:59:52.500,407735.93873854284,-1274945.3769469801,86.2480279224537,2019-07-11 11:59:52.500,407735.9387902236,-1274945.3772765014,86.248,0.044583465606727185,0.03762567528467526,0.025300289415862286,86400
605,0.013564035683172075,,0.0005428825912614352,2019-07-12 11:59:52.500,407735.92861332,-1274945.3856680272,86.24829090740741,2019-07-12 11:59:52.500,407735.9288132124,-1274945.3860438508,86.2482,0.04435686687204474,0.038109016069153415,0.025561001970245755,86400
606,0.01360189662765088,,0.0007885412734306255,2019-07-13 11:59:52.500,407735.91830999136,-1274945.3942041036,86.2484240636574,2019-07-13 11:59:52.500,407735.9188965823,-1274945.3938444122,86.2482,0.04435360585287112,0.0383581787030344,0.02565422459507694,86400
607,0.013659618560295243,,0.000811455882294289,2019-07-14 11:59:52.500,407735.90803386265,-1274945.402921355,86.24900445023148,2019-07-14 11:59:52.500,407735.9079138293,-1274945.401894995,86.2488,0.04452495896463589,0.03854579631314152,0.02574000282357164,86400
608,0.01347088689002183,,0.000418038894206814,2019-07-15 11:59:52.500,407735.8978619507,-1274945.4109993596,86.24883522453703,2019-07-15 11:59:52.500,407735.8977528139,-1274945.4105887474,86.2488,0.04450099987059164,0.03765216221071533,0.02750414426635707,86400
